395A05A1E8A0A4CEB2E623281C7A41EE,736278C2FEC488516CDA4ED6952A2154,[0.],[0.],[0.],[0.]
81E8247F4E74A0FCDBA911E1A3CB5412,19D5367D835484236CAF9DBEF475FF7A,[0.],[0.],[0.],[0.]
81E8247F4E74A0FCDBA911E1A3CB5412,40BEB04CF8D3CB02449879668656FFDB,[0.],[0.],[0.],[0.]
81E8247F4E74A0FCDBA911E1A3CB5412,6415C94D3C27BA84C069DE049EBB3EDE,[0.],[0.],[0.],[0.]
81E8247F4E74A0FCDBA911E1A3CB5412,7E614D5881BC18768880CC374C4BE821,[0.],[0.],[0.],[0.]
81E8247F4E74A0FCDBA911E1A3CB5412,9CFE74AF494F669C35496B000C5843AB,[0.],[0.],[0.],[0.]
81E8247F4E74A0FCDBA911E1A3CB5412,B5FAB4F5EC1B12BE7E7FE0C27662EB80,[0.],[0.],[0.],[0.]
40729594A0EC3DB7D690C6789EC11992,BDAFE5407EF4AA3E63E12B8074CA6951,[0.],[0.],[0.],[0.]
E5DE595BFF4F548CE9CD32B599FAB516,11612C81933A4F93C5F985AAFE3E04CB,[0.],[0.],[0.],[0.]
E5DE595BFF4F548CE9CD32B599FAB516,218A62BB3B0650FBFC37DC7E4B4A4634,[0.],[0.],[0.],[0.]
C06143FAFA6D7BDC115F4938C8FCC924,66EF45E9D5C5CCF258A43E6E086D4062,[0.],[0.],[0.],[0.]
DFB95B180306A714B20C46B99D450821,1277F1F03FF7B4C7ABB9BB81719202D4,[0.],[0.],[0.],[0.]
DFB95B180306A714B20C46B99D450821,3B917EC783290CDD0A027A0513212C22,[0.],[0.],[0.],[0.]
DFB95B180306A714B20C46B99D450821,45335998EF578665A53DEA3413BBD3EE,[0.],[0.],[0.],[0.]
DFB95B180306A714B20C46B99D450821,7D8A6E95C2C175399602AB6C3037D5BF,[0.],[0.],[0.],[0.]
DFB95B180306A714B20C46B99D450821,CA85F8A1432E99CEBBB9F4437B28AA54,[0.],[0.],[0.],[0.]
DFB95B180306A714B20C46B99D450821,F240450A9B63F7C697DBA69E0D18A251,[0.],[0.],[0.],[0.]
4684A5B2EC909E7D94267A7AB582AA0C,167007C5E96D3CE2D1C3432873156026,[0.],[0.],[0.],[0.]
4684A5B2EC909E7D94267A7AB582AA0C,4A088297CDE541DD61EF4DC8E874C60A,[0.],[0.],[0.],[0.]
4684A5B2EC909E7D94267A7AB582AA0C,5A965E8E3AD7505B8398BBDACBF6477A,[0.],[0.],[0.],[0.]
4B3937ED6F4F26E61914BA282E1FB509,7A4AADFBF8BAEE8874F05E5CEA149B4E,[0.],[0.],[0.],[0.]
AB95C3F47B899D27996898FC7DE15C23,0495E0325FE92B4D5635C3518BEDB2C9,[0.],[0.],[0.],[0.]
70FA489FEA0D824E6B39AB96BF16A903,A6057F6F8412EC0CEC96B4803E6558B6,[0.],[0.],[0.],[0.]
03B3458017EDF646D44BE14D9D3BC461,5C0659FBE930E8275AD5D4DF6C0E084F,[0.],[0.],[0.],[0.]
ED7CEC4228CAE723FBEB31CDF524CA55,CDF51BC421CF4089F67C56BC668DB177,[0.],[0.],[0.],[0.]
BF7EF5C583EF06B85169975C898EBE86,92B5F8D80B78EE13FAC6CF88AC45695B,[0.],[0.],[0.],[0.]
486757C39BF7CF6016CCDC5C1919FF8B,9C6841B85A13876E252EBFA627274205,[0.],[0.],[0.],[0.]
821B5D4A98CF158C3F14B1BD76E269D4,18194371682AC9F07DDD357776EE11A7,[0.],[0.],[0.],[0.]
